State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
TENNESSEE-Nonmetropolitan Counties,Lake,6,0,,1,0,5,32,2,28,2,0
TENNESSEE-Nonmetropolitan Counties,Lauderdale,51,0,,4,2,45,351,115,189,47,6
TENNESSEE-Nonmetropolitan Counties,Lawrence,154,1,,10,4,139,589,217,307,65,8
TENNESSEE-Nonmetropolitan Counties,Lewis,34,0,,3,0,31,150,50,85,15,5
TENNESSEE-Nonmetropolitan Counties,Lincoln,128,0,,2,0,126,505,208,257,40,10
TENNESSEE-Nonmetropolitan Counties,Marshall,57,0,,2,1,54,219,55,148,16,3
TENNESSEE-Nonmetropolitan Counties,Maury,172,2,,18,16,136,900,264,547,89,9
TENNESSEE-Nonmetropolitan Counties,McNairy,43,2,,5,3,33,420,139,242,39,3
TENNESSEE-Nonmetropolitan Counties,Meigs,42,0,,5,0,37,312,118,160,34,0
TENNESSEE-Nonmetropolitan Counties,Monroe,111,1,,4,1,105,655,252,344,59,7
TENNESSEE-Nonmetropolitan Counties,Moore,11,0,,4,0,7,84,13,68,3,1
TENNESSEE-Nonmetropolitan Counties,Morgan,19,0,,1,1,17,271,94,147,30,2
TENNESSEE-Nonmetropolitan Counties,Obion,27,0,,3,3,21,215,47,155,13,2
TENNESSEE-Nonmetropolitan Counties,Overton,23,1,,1,0,21,312,110,181,21,0
TENNESSEE-Nonmetropolitan Counties,Perry,30,0,,1,0,29,165,43,97,25,3
TENNESSEE-Nonmetropolitan Counties,Pickett,4,0,,0,0,4,99,14,83,2,0
TENNESSEE-Nonmetropolitan Counties,Putnam,105,2,,8,3,92,610,132,434,44,2
TENNESSEE-Nonmetropolitan Counties,Rhea,60,3,,8,0,49,411,76,305,30,2
TENNESSEE-Nonmetropolitan Counties,Roane,152,2,,16,7,127,1078,305,662,111,3
TENNESSEE-Nonmetropolitan Counties,Scott,127,1,,3,1,122,544,142,359,43,4
TENNESSEE-Nonmetropolitan Counties,Sevier,140,5,,12,6,117,2197,1119,942,136,1
TENNESSEE-Nonmetropolitan Counties,Van Buren,3,1,,0,0,2,44,5,32,7,1
TENNESSEE-Nonmetropolitan Counties,Warren,43,0,,0,2,41,434,132,263,39,4
TENNESSEE-Nonmetropolitan Counties,Wayne,29,0,,0,1,28,97,38,49,10,2
TENNESSEE-Nonmetropolitan Counties,Weakley,53,0,,2,3,48,236,70,138,28,2
TENNESSEE-Nonmetropolitan Counties,White,61,0,,4,0,57,350,100,211,39,2
TEXAS-Metropolitan Counties,Aransas,27,2,,6,4,15,562,198,345,19,1
TEXAS-Metropolitan Counties,Armstrong,1,0,,1,0,0,6,1,5,0,0
TEXAS-Metropolitan Counties,Atascosa,22,3,,0,1,18,298,99,181,18,3
TEXAS-Metropolitan Counties,Austin,15,0,,0,0,15,152,53,92,7,0
TEXAS-Metropolitan Counties,Bandera,46,0,,7,2,37,302,112,176,14,5
TEXAS-Metropolitan Counties,Bastrop,108,1,,2,13,92,981,422,492,67,5
TEXAS-Metropolitan Counties,Bell,74,2,,19,7,46,791,259,488,44,9
TEXAS-Metropolitan Counties,Bexar,542,8,,62,93,379,6737,2126,4165,446,106
TEXAS-Metropolitan Counties,Bowie,124,3,,12,11,98,640,182,369,89,6
TEXAS-Metropolitan Counties,Brazoria,85,3,,0,30,52,1402,522,753,127,0
TEXAS-Metropolitan Counties,Brazos,30,0,,3,3,24,367,140,209,18,1
TEXAS-Metropolitan Counties,Burleson,34,0,,8,1,25,69,33,22,14,1
TEXAS-Metropolitan Counties,Caldwell,37,0,,2,2,33,223,94,122,7,1
TEXAS-Metropolitan Counties,Calhoun,14,0,,0,0,14,175,66,97,12,4
TEXAS-Metropolitan Counties,Callahan,2,0,,1,1,0,30,21,8,1,1
TEXAS-Metropolitan Counties,Cameron,201,2,,12,23,164,1845,828,858,159,11
TEXAS-Metropolitan Counties,Carson,5,0,,1,0,4,16,6,7,3,0
TEXAS-Metropolitan Counties,Chambers,124,2,,5,7,110,518,216,270,32,4
TEXAS-Metropolitan Counties,Clay,15,2,,5,0,8,207,59,134,14,0
TEXAS-Metropolitan Counties,Collin,73,1,,14,1,57,792,338,390,64,3
TEXAS-Metropolitan Counties,Comal,129,0,,18,9,102,857,319,490,48,6
TEXAS-Metropolitan Counties,Coryell,18,1,,0,0,17,134,69,60,5,0
TEXAS-Metropolitan Counties,Crosby,0,0,,0,0,0,0,0,0,0,0
TEXAS-Metropolitan Counties,Dallas,45,0,,6,9,30,419,108,255,56,12
TEXAS-Metropolitan Counties,Delta,10,1,,0,1,8,124,49,69,6,1
TEXAS-Metropolitan Counties,Denton,115,1,,5,11,98,952,258,649,45,7
TEXAS-Metropolitan Counties,Ector,53,2,,10,11,30,1039,250,676,113,0
TEXAS-Metropolitan Counties,Ellis,170,1,,5,10,154,1105,387,597,121,4
TEXAS-Metropolitan Counties,El Paso,226,3,,21,29,173,1282,361,808,113,20
TEXAS-Metropolitan Counties,Fort Bend,784,10,,38,136,600,3009,1035,1666,308,23
TEXAS-Metropolitan Counties,Galveston,147,5,,15,23,104,900,365,474,61,19
TEXAS-Metropolitan Counties,Goliad,8,0,,0,6,2,54,21,28,5,1
TEXAS-Metropolitan Counties,Grayson,26,2,,5,1,18,689,251,376,62,3
TEXAS-Metropolitan Counties,Gregg,103,2,,27,13,61,943,199,631,113,3
TEXAS-Metropolitan Counties,Guadalupe,107,0,,11,8,88,653,234,387,32,1
TEXAS-Metropolitan Counties,Hardin,30,1,,9,1,19,404,126,206,72,1
TEXAS-Metropolitan Counties,Harris,6731,65,,354,1987,4325,48319,13286,28382,6651,
TEXAS-Metropolitan Counties,Hays,78,1,,25,8,44,744,294,425,25,0
TEXAS-Metropolitan Counties,Hidalgo,833,14,,64,150,605,6598,2332,3657,609,149
TEXAS-Metropolitan Counties,Hunt,36,0,,0,10,26,1088,389,590,109,4
TEXAS-Metropolitan Counties,Irion,0,0,,0,0,0,13,3,10,0,0
TEXAS-Metropolitan Counties,Jefferson,27,0,,5,5,17,479,139,279,61,3
TEXAS-Metropolitan Counties,Johnson,177,1,,0,13,163,1379,469,790,120,20
TEXAS-Metropolitan Counties,Jones,24,1,,4,0,19,109,40,63,6,0
TEXAS-Metropolitan Counties,Kaufman,206,3,,6,17,180,1758,678,879,201,23
TEXAS-Metropolitan Counties,Kendall,24,1,,7,0,16,178,41,122,15,2
TEXAS-Metropolitan Counties,Lampasas,9,1,,0,0,8,69,26,41,2,1
TEXAS-Metropolitan Counties,Liberty,184,4,,10,11,159,1191,439,584,168,14
TEXAS-Metropolitan Counties,Lubbock,104,0,,10,4,90,742,377,282,83,3
TEXAS-Metropolitan Counties,McLennan,114,2,,31,8,73,855,336,444,75,7
TEXAS-Metropolitan Counties,Medina,60,0,,8,1,51,320,148,155,17,0
TEXAS-Metropolitan Counties,Midland,88,0,,11,5,72,524,188,316,20,2
TEXAS-Metropolitan Counties,Montgomery,841,9,,67,131,634,7424,2064,4695,665,30
TEXAS-Metropolitan Counties,Nueces,72,0,,13,7,52,394,127,245,22,1
TEXAS-Metropolitan Counties,Orange,112,0,,11,12,89,785,301,400,84,3
TEXAS-Metropolitan Counties,Parker,79,3,,11,4,61,1091,333,667,91,0
TEXAS-Metropolitan Counties,Potter,18,0,,3,1,14,238,72,141,25,0
TEXAS-Metropolitan Counties,Randall,52,0,,4,4,44,328,87,202,39,5
TEXAS-Metropolitan Counties,Robertson,24,0,,2,2,20,135,59,68,8,0
TEXAS-Metropolitan Counties,Rockwall,51,0,,6,1,44,248,95,143,10,1
TEXAS-Metropolitan Counties,Rusk,86,0,,7,2,77,598,231,301,66,3
TEXAS-Metropolitan Counties,San Jacinto,58,3,,0,4,51,523,193,259,71,4
TEXAS-Metropolitan Counties,San Patricio,28,0,,3,5,20,356,95,229,32,0
TEXAS-Metropolitan Counties,Smith,332,6,,46,28,252,1828,662,961,205,30
TEXAS-Metropolitan Counties,Tarrant,129,1,,35,19,74,1225,391,748,86,0
TEXAS-Metropolitan Counties,Taylor,26,0,,4,2,20,182,79,83,20,1
TEXAS-Metropolitan Counties,Tom Green,21,0,,2,1,18,266,74,173,19,0
TEXAS-Metropolitan Counties,Travis,262,1,,22,40,199,3435,1064,2157,214,13
TEXAS-Metropolitan Counties,Upshur,56,0,,10,3,43,773,291,412,70,2
TEXAS-Metropolitan Counties,Victoria,58,3,,5,2,48,462,127,307,28,1
TEXAS-Metropolitan Counties,Waller,27,1,,8,0,18,261,107,119,35,0
TEXAS-Metropolitan Counties,Webb,56,3,,0,14,39,299,111,143,45,1
TEXAS-Metropolitan Counties,Wichita,10,0,,0,1,9,135,66,61,8,1
TEXAS-Metropolitan Counties,Williamson,161,1,,27,10,123,1632,422,1129,81,20
TEXAS-Metropolitan Counties,Wilson,42,1,,3,1,37,197,72,108,17,2
TEXAS-Metropolitan Counties,Wise,120,1,,5,3,111,582,187,385,10,0
TEXAS-Nonmetropolitan Counties,Anderson,70,3,,13,4,50,432,215,186,31,1
TEXAS-Nonmetropolitan Counties,Andrews,4,0,,1,0,3,94,18,72,4,0
TEXAS-Nonmetropolitan Counties,Angelina,189,4,,9,12,164,458,174,243,41,0
TEXAS-Nonmetropolitan Counties,Bailey,5,0,,1,0,4,23,11,10,2,0
TEXAS-Nonmetropolitan Counties,Baylor,0,0,,0,0,0,15,5,7,3,0
TEXAS-Nonmetropolitan Counties,Bee,28,1,,3,2,22,144,48,90,6,0
TEXAS-Nonmetropolitan Counties,Blanco,8,0,,0,1,7,39,16,21,2,0
TEXAS-Nonmetropolitan Counties,Borden,0,0,,0,0,0,4,1,3,0,0
TEXAS-Nonmetropolitan Counties,Bosque,22,0,,7,1,14,92,29,63,0,0
TEXAS-Nonmetropolitan Counties,Brewster,15,0,,0,1,14,20,9,10,1,0
TEXAS-Nonmetropolitan Counties,Briscoe,0,0,,0,0,0,5,2,2,1,0
TEXAS-Nonmetropolitan Counties,Brooks,0,0,,0,0,0,14,3,10,1,0
TEXAS-Nonmetropolitan Counties,Brown,27,0,,4,1,22,169,79,79,11,3
TEXAS-Nonmetropolitan Counties,Burnet,64,0,,6,3,55,297,105,164,28,7
TEXAS-Nonmetropolitan Counties,Camp,10,0,,0,1,9,192,42,141,9,1
TEXAS-Nonmetropolitan Counties,Cass,22,0,,6,4,12,274,113,124,37,1
TEXAS-Nonmetropolitan Counties,Castro,8,0,,0,1,7,71,27,35,9,0
TEXAS-Nonmetropolitan Counties,Cherokee,76,1,,13,1,61,486,182,249,55,4
TEXAS-Nonmetropolitan Counties,Childress,2,0,,0,0,2,15,7,6,2,0
TEXAS-Nonmetropolitan Counties,Cochran,4,0,,0,0,4,71,25,44,2,0
TEXAS-Nonmetropolitan Counties,Coke,0,0,,0,0,0,10,8,2,0,0
TEXAS-Nonmetropolitan Counties,Coleman,1,0,,0,0,1,48,18,29,1,0
TEXAS-Nonmetropolitan Counties,Collingsworth,0,0,,0,0,0,3,1,2,0,0
TEXAS-Nonmetropolitan Counties,Colorado,11,0,,2,1,8,160,37,114,9,1
TEXAS-Nonmetropolitan Counties,Comanche,3,0,,1,0,2,88,26,55,7,1
TEXAS-Nonmetropolitan Counties,Concho,3,0,,0,0,3,17,5,9,3,1
TEXAS-Nonmetropolitan Counties,Cooke,51,1,,5,2,43,276,122,124,30,1
TEXAS-Nonmetropolitan Counties,Cottle,0,0,,0,0,0,1,0,1,0,0
TEXAS-Nonmetropolitan Counties,Crane,1,0,,0,0,1,39,9,30,0,0
TEXAS-Nonmetropolitan Counties,Crockett,16,0,,3,0,13,29,8,14,7,0
TEXAS-Nonmetropolitan Counties,Culberson,4,0,,0,0,4,10,3,7,0,0
TEXAS-Nonmetropolitan Counties,Dallam,4,0,,0,0,4,27,12,12,3,1
TEXAS-Nonmetropolitan Counties,Dawson,5,0,,0,1,4,30,9,13,8,0
TEXAS-Nonmetropolitan Counties,Deaf Smith,11,0,,1,0,10,83,28,50,5,1
TEXAS-Nonmetropolitan Counties,Dewitt,11,0,,0,0,11,60,17,34,9,1
TEXAS-Nonmetropolitan Counties,Dickens,2,0,,0,0,2,0,0,0,0,0
TEXAS-Nonmetropolitan Counties,Dimmit,34,2,,1,3,28,329,130,157,42,1
TEXAS-Nonmetropolitan Counties,Donley,8,0,,0,1,7,46,11,31,4,0
TEXAS-Nonmetropolitan Counties,Duval,11,0,,0,0,11,135,44,79,12,2
TEXAS-Nonmetropolitan Counties,Eastland,2,0,,0,0,2,81,22,52,7,1
TEXAS-Nonmetropolitan Counties,Edwards,7,0,,1,0,6,22,10,10,2,1
TEXAS-Nonmetropolitan Counties,Erath,34,5,,3,0,26,147,44,94,9,0
TEXAS-Nonmetropolitan Counties,Falls,23,0,,4,2,17,100,33,57,10,0
TEXAS-Nonmetropolitan Counties,Fannin,26,0,,4,2,20,256,116,127,13,3
TEXAS-Nonmetropolitan Counties,Fayette,3,0,,0,1,2,148,44,95,9,2
TEXAS-Nonmetropolitan Counties,Fisher,9,0,,4,1,4,63,28,33,2,0
TEXAS-Nonmetropolitan Counties,Floyd,5,0,,0,0,5,19,10,9,0,0
TEXAS-Nonmetropolitan Counties,Foard,0,0,,0,0,0,4,2,2,0,0
TEXAS-Nonmetropolitan Counties,Franklin,11,0,,3,0,8,140,43,82,15,0
TEXAS-Nonmetropolitan Counties,Freestone,15,1,,0,1,13,123,41,71,11,1
TEXAS-Nonmetropolitan Counties,Frio,8,0,,0,0,8,54,30,21,3,0
TEXAS-Nonmetropolitan Counties,Gaines,4,0,,0,1,3,52,13,28,11,0
TEXAS-Nonmetropolitan Counties,Garza,7,0,,2,1,4,75,13,57,5,0
TEXAS-Nonmetropolitan Counties,Gillespie,5,0,,1,0,4,110,24,82,4,0
TEXAS-Nonmetropolitan Counties,Glasscock,0,0,,0,0,0,0,0,0,0,0
TEXAS-Nonmetropolitan Counties,Gonzales,14,1,,1,1,11,46,17,28,1,0
TEXAS-Nonmetropolitan Counties,Gray,9,0,,0,1,8,104,27,71,6,0
TEXAS-Nonmetropolitan Counties,Grimes,15,0,,0,4,11,354,114,217,23,5
TEXAS-Nonmetropolitan Counties,Hale,11,0,,0,0,11,120,46,60,14,0
TEXAS-Nonmetropolitan Counties,Hall,2,0,,0,0,2,9,4,3,2,0
TEXAS-Nonmetropolitan Counties,Hamilton,24,0,,2,1,21,110,39,65,6,0
TEXAS-Nonmetropolitan Counties,Hansford,3,0,,0,0,3,22,12,10,0,2
TEXAS-Nonmetropolitan Counties,Hardeman,6,0,,0,0,6,83,40,36,7,0
TEXAS-Nonmetropolitan Counties,Harrison,104,1,,3,4,96,806,335,429,42,0
TEXAS-Nonmetropolitan Counties,Hartley,3,0,,0,0,3,18,8,9,1,0
TEXAS-Nonmetropolitan Counties,Haskell,4,0,,1,1,2,28,14,12,2,0
TEXAS-Nonmetropolitan Counties,Hemphill,7,0,,0,0,7,75,17,58,0,1
TEXAS-Nonmetropolitan Counties,Henderson,203,4,,3,14,182,1120,481,527,112,2
TEXAS-Nonmetropolitan Counties,Hill,10,0,,2,3,5,286,107,152,27,1
TEXAS-Nonmetropolitan Counties,Hockley,6,0,,1,0,5,93,30,61,2,0
TEXAS-Nonmetropolitan Counties,Hood,39,0,,0,1,38,621,207,370,44,7
TEXAS-Nonmetropolitan Counties,Hopkins,39,0,,2,1,36,207,77,112,18,3
TEXAS-Nonmetropolitan Counties,Houston,14,0,,1,1,12,155,68,75,12,3
TEXAS-Nonmetropolitan Counties,Howard,17,1,,2,0,14,102,40,53,9,4
TEXAS-Nonmetropolitan Counties,Hudspeth,7,0,,0,2,5,41,21,16,4,0
TEXAS-Nonmetropolitan Counties,Hutchinson,12,0,,2,1,9,76,26,41,9,0
TEXAS-Nonmetropolitan Counties,Jack,3,0,,0,0,3,32,11,12,9,0
TEXAS-Nonmetropolitan Counties,Jackson,15,0,,1,0,14,71,12,54,5,0
TEXAS-Nonmetropolitan Counties,Jasper,14,0,,1,0,13,84,34,46,4,0
TEXAS-Nonmetropolitan Counties,Jeff Davis,0,0,,0,0,0,13,7,6,0,0
TEXAS-Nonmetropolitan Counties,Jim Hogg,12,0,,0,0,12,78,26,43,9,0
TEXAS-Nonmetropolitan Counties,Jim Wells,113,1,,7,4,101,456,222,199,35,6
TEXAS-Nonmetropolitan Counties,Karnes,13,0,,3,0,10,79,22,55,2,1
TEXAS-Nonmetropolitan Counties,Kenedy,2,0,,0,0,2,3,0,3,0,0
TEXAS-Nonmetropolitan Counties,Kent,3,0,,0,0,3,13,3,8,2,0
TEXAS-Nonmetropolitan Counties,Kerr,24,0,,4,2,18,351,117,208,26,0
TEXAS-Nonmetropolitan Counties,Kimble,1,0,,0,0,1,11,8,3,0,0
TEXAS-Nonmetropolitan Counties,King,0,0,,0,0,0,0,0,0,0,0
TEXAS-Nonmetropolitan Counties,Kinney,5,0,,0,2,3,9,1,8,0,0
TEXAS-Nonmetropolitan Counties,Kleberg,22,0,,2,0,20,724,25,697,2,0
TEXAS-Nonmetropolitan Counties,Knox,2,0,,1,0,1,13,7,6,0,0
TEXAS-Nonmetropolitan Counties,La Salle,9,0,,0,0,9,88,21,67,0,0
TEXAS-Nonmetropolitan Counties,Lamar,63,0,,4,1,58,347,120,198,29,1
TEXAS-Nonmetropolitan Counties,Lamb,5,0,,0,2,3,90,18,63,9,1
TEXAS-Nonmetropolitan Counties,Lavaca,11,0,,1,1,9,56,24,29,3,0
TEXAS-Nonmetropolitan Counties,Lee,17,0,,4,0,13,86,33,50,3,1
TEXAS-Nonmetropolitan Counties,Leon,27,1,,2,2,22,118,39,71,8,0
TEXAS-Nonmetropolitan Counties,Limestone,46,0,,4,0,42,226,91,118,17,3
TEXAS-Nonmetropolitan Counties,Lipscomb,3,0,,1,0,2,15,7,8,0,0
TEXAS-Nonmetropolitan Counties,Live Oak,4,1,,0,0,3,55,19,31,5,0
TEXAS-Nonmetropolitan Counties,Llano,17,0,,4,3,10,240,72,154,14,0
TEXAS-Nonmetropolitan Counties,Loving,1,0,,0,0,1,19,5,13,1,1
TEXAS-Nonmetropolitan Counties,Lynn,1,0,,0,0,1,15,2,13,0,0
TEXAS-Nonmetropolitan Counties,Madison,12,0,,0,1,11,120,45,62,13,0
TEXAS-Nonmetropolitan Counties,Marion,41,0,,11,3,27,263,134,105,24,1
TEXAS-Nonmetropolitan Counties,Martin,0,0,,0,0,0,27,6,21,0,0
TEXAS-Nonmetropolitan Counties,Mason,4,0,,1,0,3,34,4,29,1,0
TEXAS-Nonmetropolitan Counties,Matagorda,43,1,,0,4,38,284,101,166,17,1
TEXAS-Nonmetropolitan Counties,Maverick,180,0,,13,0,167,595,234,327,34,1
TEXAS-Nonmetropolitan Counties,McCulloch,16,0,,1,0,15,34,4,26,4,0
TEXAS-Nonmetropolitan Counties,McMullen,2,1,,0,0,1,2,0,1,1,0
TEXAS-Nonmetropolitan Counties,Menard,1,0,,0,0,1,3,0,2,1,0
TEXAS-Nonmetropolitan Counties,Milam,17,1,,1,2,13,149,59,77,13,1
TEXAS-Nonmetropolitan Counties,Mills,7,0,,0,1,6,34,7,26,1,0
TEXAS-Nonmetropolitan Counties,Mitchell,1,0,,0,0,1,23,4,18,1,0
TEXAS-Nonmetropolitan Counties,Montague,10,0,,0,0,10,190,67,113,10,2
TEXAS-Nonmetropolitan Counties,Moore,4,0,,1,1,2,56,24,25,7,0
TEXAS-Nonmetropolitan Counties,Morris,18,0,,3,0,15,124,54,54,16,0
TEXAS-Nonmetropolitan Counties,Motley,0,0,,0,0,0,12,9,3,0,0
TEXAS-Nonmetropolitan Counties,Nacogdoches,115,2,,17,4,92,383,134,215,34,4
TEXAS-Nonmetropolitan Counties,Navarro,29,2,,7,2,18,579,242,302,35,7
TEXAS-Nonmetropolitan Counties,Newton,21,1,,4,1,15,192,36,142,14,0
TEXAS-Nonmetropolitan Counties,Nolan,5,0,,2,0,3,50,20,24,6,0
TEXAS-Nonmetropolitan Counties,Ochiltree,9,0,,2,0,7,48,10,32,6,1
TEXAS-Nonmetropolitan Counties,Oldham,5,0,,1,0,4,33,5,26,2,0
TEXAS-Nonmetropolitan Counties,Palo Pinto,9,0,,0,0,9,123,52,53,18,0
TEXAS-Nonmetropolitan Counties,Panola,67,0,,7,3,57,370,95,230,45,0
TEXAS-Nonmetropolitan Counties,Parmer,1,0,,0,0,1,52,27,22,3,0
TEXAS-Nonmetropolitan Counties,Pecos,8,3,,0,0,5,20,8,12,0,0
TEXAS-Nonmetropolitan Counties,Polk,63,1,,20,4,38,829,265,492,72,1
TEXAS-Nonmetropolitan Counties,Presidio,1,0,,0,1,0,2,0,2,0,0
TEXAS-Nonmetropolitan Counties,Rains,17,0,,4,1,12,131,36,73,22,0
TEXAS-Nonmetropolitan Counties,Reagan,1,0,,0,0,1,11,3,7,1,0
TEXAS-Nonmetropolitan Counties,Real,2,0,,0,0,2,18,10,7,1,0
TEXAS-Nonmetropolitan Counties,Red River,28,0,,0,0,28,116,34,72,10,1
TEXAS-Nonmetropolitan Counties,Reeves,16,0,,4,0,12,92,29,61,2,0
TEXAS-Nonmetropolitan Counties,Refugio,18,0,,0,1,17,53,14,34,5,0
TEXAS-Nonmetropolitan Counties,Roberts,2,0,,0,1,1,27,2,24,1,0
TEXAS-Nonmetropolitan Counties,Runnels,0,0,,0,0,0,17,4,12,1,0
TEXAS-Nonmetropolitan Counties,Sabine,47,2,,1,1,43,144,50,84,10,0
TEXAS-Nonmetropolitan Counties,San Augustine,14,0,,3,1,10,116,45,55,16,2
TEXAS-Nonmetropolitan Counties,San Saba,3,0,,0,0,3,19,9,9,1,0
TEXAS-Nonmetropolitan Counties,Schleicher,0,0,,0,0,0,11,4,7,0,0
TEXAS-Nonmetropolitan Counties,Scurry,6,0,,1,0,5,54,24,26,4,0
TEXAS-Nonmetropolitan Counties,Shackelford,1,0,,0,0,1,9,3,5,1,0
TEXAS-Nonmetropolitan Counties,Shelby,38,2,,5,5,26,215,83,111,21,1
TEXAS-Nonmetropolitan Counties,Sherman,0,0,,0,0,0,0,0,0,0,0
TEXAS-Nonmetropolitan Counties,Somervell,3,0,,0,1,2,95,27,63,5,0
TEXAS-Nonmetropolitan Counties,Starr,80,4,,13,7,56,362,173,128,61,0
TEXAS-Nonmetropolitan Counties,Stephens,1,0,,0,0,1,46,14,29,3,0
TEXAS-Nonmetropolitan Counties,Sterling,1,0,,1,0,0,5,1,4,0,0
TEXAS-Nonmetropolitan Counties,Stonewall,5,0,,0,0,5,12,4,7,1,0
TEXAS-Nonmetropolitan Counties,Sutton,6,0,,2,0,4,19,5,13,1,0
TEXAS-Nonmetropolitan Counties,Swisher,9,0,,1,0,8,37,13,20,4,1
TEXAS-Nonmetropolitan Counties,Terrell,1,1,,0,0,0,13,8,2,3,0
TEXAS-Nonmetropolitan Counties,Terry,3,0,,1,1,1,19,8,9,2,0
TEXAS-Nonmetropolitan Counties,Throckmorton,3,0,,2,0,1,4,0,4,0,0
TEXAS-Nonmetropolitan Counties,Titus,62,0,,9,2,51,285,99,162,24,4
TEXAS-Nonmetropolitan Counties,Trinity,26,0,,4,5,17,139,58,64,17,2
TEXAS-Nonmetropolitan Counties,Tyler,60,0,,3,4,53,279,157,99,23,8
TEXAS-Nonmetropolitan Counties,Upton,6,0,,0,0,6,13,2,10,1,0
TEXAS-Nonmetropolitan Counties,Uvalde,27,0,,7,4,16,175,61,105,9,2
TEXAS-Nonmetropolitan Counties,Val Verde,6,1,,1,1,3,149,33,103,13,1
TEXAS-Nonmetropolitan Counties,Van Zandt,79,2,,0,4,73,767,293,383,91,2
TEXAS-Nonmetropolitan Counties,Walker,60,1,,13,5,41,410,143,233,34,1
TEXAS-Nonmetropolitan Counties,Ward,18,0,,1,1,16,117,34,77,6,1
TEXAS-Nonmetropolitan Counties,Washington,32,1,,1,0,30,115,49,62,4,1
TEXAS-Nonmetropolitan Counties,Wharton,72,0,,0,6,66,479,236,213,30,3
TEXAS-Nonmetropolitan Counties,Wheeler,6,0,,0,0,6,50,16,29,5,0
TEXAS-Nonmetropolitan Counties,Wilbarger,4,0,,1,0,3,19,7,10,2,0
TEXAS-Nonmetropolitan Counties,Willacy,13,1,,2,1,9,134,56,77,1,2
TEXAS-Nonmetropolitan Counties,Winkler,5,0,,0,0,5,49,9,38,2,1
TEXAS-Nonmetropolitan Counties,Wood,174,5,,0,1,168,514,170,317,27,3
TEXAS-Nonmetropolitan Counties,Yoakum,9,0,,2,0,7,50,12,36,2,0
TEXAS-Nonmetropolitan Counties,Young,14,0,,1,0,13,76,27,43,6,0
TEXAS-Nonmetropolitan Counties,Zapata,28,1,,1,2,24,239,93,114,32,2
TEXAS-Nonmetropolitan Counties,Zavala,15,0,,2,0,13,109,58,45,6,2
UTAH-Metropolitan Counties,Cache,28,0,,18,2,8,575,146,411,18,1
UTAH-Metropolitan Counties,Davis,27,0,,3,0,24,196,81,99,16,2
UTAH-Metropolitan Counties,Juab,3,0,,1,0,2,97,36,54,7,1
UTAH-Metropolitan Counties,Morgan,2,0,,0,0,2,71,15,54,2,0
UTAH-Metropolitan Counties,Salt Lake,675,9,,91,121,454,9071,1856,6265,950,30
UTAH-Metropolitan Counties,Summit,13,0,,6,4,3,725,102,589,34,0
UTAH-Metropolitan Counties,Tooele,15,0,,7,1,7,243,76,155,12,0
UTAH-Metropolitan Counties,Utah,18,0,,1,0,17,407,121,261,25,3
UTAH-Metropolitan Counties,Washington,18,1,,1,2,14,187,69,104,14,1
UTAH-Metropolitan Counties,Weber,50,1,,7,8,34,1227,267,888,72,5
UTAH-Nonmetropolitan Counties,Beaver,12,1,,2,0,9,95,24,66,5,0
UTAH-Nonmetropolitan Counties,Box Elder,3,0,,2,0,1,222,61,154,7,0
UTAH-Nonmetropolitan Counties,Carbon,21,0,,8,0,13,136,46,74,16,7
UTAH-Nonmetropolitan Counties,Daggett,0,0,,0,0,0,10,6,4,0,0
UTAH-Nonmetropolitan Counties,Emery,6,0,,0,2,4,174,56,110,8,0
UTAH-Nonmetropolitan Counties,Grand,5,0,,0,0,5,60,20,34,6,0
UTAH-Nonmetropolitan Counties,Iron,23,0,,6,3,14,181,65,93,23,1
UTAH-Nonmetropolitan Counties,Kane,4,1,,1,0,2,50,36,14,0,0
UTAH-Nonmetropolitan Counties,Millard,30,0,,2,0,28,247,51,183,13,3
UTAH-Nonmetropolitan Counties,Rich,8,0,,0,0,8,58,21,37,0,0
UTAH-Nonmetropolitan Counties,San Juan,7,0,,0,0,7,24,5,19,0,0
UTAH-Nonmetropolitan Counties,Sevier,11,0,,1,1,9,195,40,141,14,0
UTAH-Nonmetropolitan Counties,Uintah,33,0,,7,0,26,253,52,174,27,2
UTAH-Nonmetropolitan Counties,Wasatch,6,0,,1,0,5,162,23,130,9,0
UTAH-Nonmetropolitan Counties,Wayne,8,1,,0,0,7,42,5,31,6,0
VERMONT-Metropolitan Counties,Chittenden,0,0,,0,0,0,0,0,0,0,0
VERMONT-Metropolitan Counties,Franklin,19,0,,3,2,14,218,40,166,12,2
VERMONT-Metropolitan Counties,Grand Isle,1,0,,0,0,1,49,9,38,2,0
VERMONT-Nonmetropolitan Counties,Addison,0,0,,0,0,0,0,0,0,0,0
VERMONT-Nonmetropolitan Counties,Bennington,0,0,,0,0,0,0,0,0,0,0
VERMONT-Nonmetropolitan Counties,Caledonia,0,0,,0,0,0,2,1,1,0,0
VERMONT-Nonmetropolitan Counties,Lamoille,10,0,,1,1,8,95,17,73,5,1
VERMONT-Nonmetropolitan Counties,Orange,0,0,,0,0,0,29,4,24,1,0
VERMONT-Nonmetropolitan Counties,Orleans,1,0,,0,0,1,29,5,24,0,0
